id,name,active,notes
253528005,Arrhythmogenic right ventricular dysplasia (disorder),y,direct mapping
41893002,Left ventricular-right atrial communication (disorder),y,direct mapping
253706007,Anomalous origin of coronary artery from pulmonary arterial tree (disorder),y,direct mapping
253431009,Hypoplasia of common atrioventricular valve (disorder),y,direct mapping
698377004,Coronary angioplasty planned (situation),y,direct mapping
281091000,Ischemic myocardial dysfunction (disorder),y,direct mapping
253274005,Abnormal atrioventricular connection (disorder),y,direct mapping
253532004,Right ventricular outflow obstruction - tubular (disorder),y,direct mapping
253289001,Left sided atrium connecting to ventricle of indeterminate morphology (disorder),y,direct mapping
70602002,Pseudocoarctation of aorta (disorder),y,direct mapping
253318000,Inferior vena cava connecting to coronary sinus (disorder),y,direct mapping
54225002,Malignant hypertensive heart disease (disorder),y,direct mapping
253677005,Postductal interruption of aorta (disorder),y,direct mapping
52029003,Primary familial dilated cardiomyopathy (disorder),y,direct mapping
253407004,Arcade abnormality of mitral chordae tendinae (disorder),y,direct mapping
251024009,Coronary graft stenosis (disorder),y,direct mapping
253343006,Anomalous valve of coronary sinus (disorder),y,direct mapping
253379003,Straddling tricuspid valve (disorder),y,direct mapping
253678000,Thoracic aortic coarctation (disorder),y,direct mapping
314116003,Post infarct angina (disorder),y,direct mapping
253592001,Pulmonary valve atresia without ventricular outflow tract (disorder),y,direct mapping
233875006,Post-myocarditic cardiomyopathy (disorder),y,direct mapping
847041000000109,Amyloid cardiomyopathy (disorder),y,direct mapping
38385001,Persistent left posterior cardinal vein (disorder),y,direct mapping
253531006,Right ventricular outflow obstruction - localized (disorder),y,direct mapping
204312002,Ventricular septal defect between left ventricle and right atrium (disorder),y,direct mapping
175042007,Revision of implantation of thoracic artery into heart (procedure),y,direct mapping
175085003,Replacement of coronary arteries using multiple methods (procedure),y,direct mapping
232731009,Percutaneous thrombolysis of coronary artery (procedure),y,direct mapping
253384009,Accessory tissue on tricuspid leaflet (disorder),y,direct mapping
253676001,Postductal aortic stenosis (disorder),y,direct mapping
232739006,Removal of foreign body from coronary artery (procedure),y,direct mapping
253650001,Aorta to right ventricle tunnel (disorder),y,direct mapping
837091000000100,History of acute coronary syndrome (situation),y,direct mapping
93353003,Congenital malposition of subclavian artery (disorder),y,direct mapping
394710008,First myocardial infarction (disorder),y,direct mapping
129574000,Postoperative myocardial infarction (disorder),y,direct mapping
253346003,Right atrial appendage - left - juxtaposition (disorder),y,direct mapping
253322005,Obstructed pulmonary venous connection (disorder),y,direct mapping
253453006,Hypoplastic common atrioventricular valve papillary muscle (disorder),y,direct mapping
253628002,Pulmonary trunk absent with non-confluent pulmonary arteries (disorder),y,direct mapping
253568009,Doubly committed subarterial ventricular septal defect (disorder),y,direct mapping
268184003,Hypoplasia of aorta (disorder),y,direct mapping
426104007,Repair of rupture of coronary artery (procedure),y,direct mapping
1755008,Old myocardial infarction (disorder),y,direct mapping
76593002,Acute myocardial infarction of inferoposterior wall (disorder),y,direct mapping
410023005,Directional atherectomy (procedure),y,direct mapping
253370004,Sinus venosus defect with overriding inferior vena cava (disorder),y,direct mapping
395105005,Heart failure confirmed (situation),y,direct mapping
308066006,History of angina in last year (situation),y,direct mapping
42343007,Congestive heart failure (disorder),y,direct mapping
174814003,Repair of tetralogy of Fallot (procedure),y,direct mapping
812001000000102,Heart failure self-management plan agreed (finding),y,direct mapping
85081000,Common arterial trunk and widely separate origin of pulmonary arteries (disorder),y,direct mapping
37104009,Congenital enlargement of coronary sinus (disorder),y,direct mapping
414795007,Myocardial ischemia (disorder),y,direct mapping
253401003,Absent mitral leaflets (disorder),y,direct mapping
4374004,Congenital anomaly of tricuspid valve (disorder),y,direct mapping
428558001,Repositioning of transposed great arteries (procedure),y,direct mapping
253476009,Right atrioventricular valve chordae to outlet septum (disorder),y,direct mapping
253512000,Tetralogy of Fallot with pulmonary stenosis (disorder),y,direct mapping
194823009,Acute coronary insufficiency (disorder),y,direct mapping
253629005,Pulmonary trunk absent with absent pulmonary artery (disorder),y,direct mapping
277639002,Sepsis-associated right ventricular failure (disorder),y,direct mapping
703518004,Rastelli creation of conduit between right ventricle and pulmonary artery (procedure),y,direct mapping
425785006,Repair of tetralogy of Fallot with absent pulmonary valve (procedure),y,direct mapping
422348008,Andersen Tawil syndrome (disorder),y,direct mapping
253548003,Indeterminate ventricular outflow tract obstruction (disorder),y,direct mapping
253273004,Cardiac septal defects (disorder),y,direct mapping
253281003,Double inlet ventricle (disorder),y,direct mapping
232735000,Operation for coronary artery fistula (procedure),y,direct mapping
253642005,Diffuse supravalvar aortic stenosis (disorder),y,direct mapping
68466008,"Removal of coronary artery obstruction by percutaneous transluminal balloon, single vessel (procedure)",y,direct mapping
253455004,Right atrioventricular valve atresia (disorder),y,direct mapping
56675007,Acute heart failure (disorder),y,direct mapping
111321007,Right aortic arch (disorder),y,direct mapping
253305008,Solitary arterial trunk (disorder),y,direct mapping
717501000000108,Heart failure monitoring verbal invitation (procedure),y,direct mapping
253637002,Anomalous origin of left pulmonary artery from ascending aorta (disorder),y,direct mapping
426300009,Tachycardia-induced cardiomyopathy (disorder),y,direct mapping
447672009,Ventricular septal defect with posterior malaligned outlet septum with overriding pulmonary valve (disorder),y,direct mapping
253324006,Coronary sinus defect in left atrium (disorder),y,direct mapping
50570003,Aneurysm of coronary vessels (disorder),y,direct mapping
233127003,Rev operation (procedure),y,direct mapping
59631007,Anomalous pulmonary venous drainage (disorder),y,direct mapping
253524007,Two chambered right ventricle (disorder),y,direct mapping
36969009,Placement of stent in coronary artery (procedure),y,direct mapping
281170005,Arrhythmogenic right ventricular cardiomyopathy (disorder),y,direct mapping
65340007,Aneurysm of heart (disorder),y,direct mapping
175037004,Revision of bypass for one coronary artery (procedure),y,direct mapping
233871002,Congestive obstructive cardiomyopathy (disorder),y,direct mapping
253721001,Single coronary artery fistula (disorder),y,direct mapping
253374008,Congenital abnormality of atrioventricular valves in atrioventricular septal defect (disorder),y,direct mapping
253683008,Interrupted aortic arch between left common carotid and brachiocephalic artery (disorder),y,direct mapping
253578007,Congenital abnormality of arterial valves (disorder),y,direct mapping
275253006,Right internal mammary artery sequential anastomosis (procedure),y,direct mapping
240567009,Syphilitic coronary artery disease (disorder),y,direct mapping
15990001,Acute myocardial infarction of posterolateral wall (disorder),y,direct mapping
715971000000103,Excepted from myocardial infarction quality indicators - informed dissent (finding),y,direct mapping
86299006,Tetralogy of Fallot (disorder),y,direct mapping
427109009,Repair of arteriovenous malformation of coronary artery (procedure),y,direct mapping
253732001,Totally absent pericardium (disorder),y,direct mapping
204297006,Total great vessel transposition (disorder),y,direct mapping
57054005,Acute myocardial infarction (disorder),y,direct mapping
67278007,Congenital stenosis of pulmonary valve (disorder),y,direct mapping
253658008,Persisting fifth aortic arch (disorder),y,direct mapping
253412003,Fused mitral papillary muscles (disorder),y,direct mapping
54329005,Acute myocardial infarction of anterior wall (disorder),y,direct mapping
28574005,Congenital anomaly of coronary artery (disorder),y,direct mapping
253634009,Anomalous origin of right pulmonary artery from ascending aorta (disorder),y,direct mapping
277192005,Coronary artery graft placement (procedure),y,direct mapping
253496001,Ebstein's anomaly of left atrioventricular valve (disorder),y,direct mapping
253280002,Abnormal atrioventricular connection - univentricular (disorder),y,direct mapping
77978002,Persistent left superior vena cava (disorder),y,direct mapping
253441007,Double orifice of common atrioventricular valve (disorder),y,direct mapping
194857001,Subsequent myocardial infarction of anterior wall (disorder),y,direct mapping
253590009,Pulmonary atresia with intact ventricular septum (disorder),y,direct mapping
414024009,Disorder of coronary artery (disorder),y,direct mapping
253477000,Arcade abnormality of right atrioventricular valve chordae (disorder),y,direct mapping
82458004,Congenital stenosis of mitral valve (disorder),y,direct mapping
443502000,Atherosclerosis of coronary artery (disorder),y,direct mapping
233821000,New onset angina (disorder),y,direct mapping
253518001,Diffuse hypoplasia of right ventricle (disorder),y,direct mapping
194781004,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure (disorder),y,direct mapping
175076003,Diagnostic transluminal operations on coronary artery (procedure),y,direct mapping
253338004,Mirror imaged atria (disorder),y,direct mapping
232723004,Coronary artery bypass grafts x 5 (procedure),y,direct mapping
253290005,Absent left sided atrioventricular connection (disorder),y,direct mapping
199221000000102,Transfer of care from paediatric congenital heart service (procedure),y,direct mapping
233841005,Old lateral myocardial infarction (disorder),y,direct mapping
253415001,Atrioventricular septal defect - isolated ventricular component (disorder),y,direct mapping
253555001,Perimembranous ventricular septal defect with extension to all right ventricular components (disorder),y,direct mapping
95268002,Sinus venosus atrial septal defect (disorder),y,direct mapping
204306007,Pentalogy of Fallot (disorder),y,direct mapping
111322000,Congenital anomaly of pulmonary veins (disorder),y,direct mapping
175071008,Percutaneous transluminal coronary thrombolysis using streptokinase (procedure),y,direct mapping
30288003,Ventricular septal defect (disorder),y,direct mapping
253437008,Common atrioventricular valve leaflet abnormality (disorder),y,direct mapping
174822005,Atrial inversion operation using atrial wall (procedure),y,direct mapping
233832000,Acute non-Q wave infarction - inferolateral (disorder),y,direct mapping
233843008,Silent myocardial infarction (disorder),y,direct mapping
88805009,Chronic congestive heart failure (disorder),y,direct mapping
275521001,Blue baby (disorder),y,direct mapping
42402006,Kartagener syndrome (disorder),y,direct mapping
87648004,Chronic rheumatic heart disease (disorder),y,direct mapping
199006004,"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium (disorder)",y,direct mapping
204296002,Discordant ventriculoarterial connection (disorder),y,direct mapping
204300001,Incomplete great vessel transposition (disorder),y,direct mapping
13213009,Congenital heart disease (disorder),y,direct mapping
123661007,Levoatrial cardinal vein (disorder),y,direct mapping
253508006,Absent left atrioventricular valve papillary muscle (disorder),y,direct mapping
253627007,Pulmonary trunk absent with confluent pulmonary arteries (disorder),y,direct mapping
204443008,Pulmonary artery atresia (disorder),y,direct mapping
253265008,Congenital cardiac rotation (disorder),y,direct mapping
310490008,Division of coronary arteriovenous fistula (procedure),y,direct mapping
253615009,Anomalies of the aorta excluding coarction (disorder),y,direct mapping
397193006,Percutaneous transluminal coronary angioplasty by rotoablation (procedure),y,direct mapping
253438003,Common atrioventricular valve prolapse (disorder),y,direct mapping
253707003,Anomalous origin of coronary artery from right pulmonary artery (disorder),y,direct mapping
86252004,Agenesis of pulmonary artery (disorder),y,direct mapping
300995000,Exercise-induced angina (disorder),y,direct mapping
73795002,Acute myocardial infarction of inferior wall (disorder),y,direct mapping
225566008,Ischemic chest pain (finding),y,direct mapping
233829003,Acute Q wave infarction - inferior (disorder),y,direct mapping
253472006,Right atrioventricular valve leaflet dysplasia (disorder),y,direct mapping
253715000,Intramural coronary artery course (disorder),y,direct mapping
79009004,Acute myocardial infarction of septum (disorder),y,direct mapping
253294001,Right sided atrium connecting to ventricle of indeterminate morphology (disorder),y,direct mapping
2583009,Chiari's network (disorder),y,direct mapping
253724009,Coronary fistulae from left ventricle (disorder),y,direct mapping
811901000000107,Angina self-management plan agreed (finding),y,direct mapping
315614006,Coronary heart disease annual review (procedure),y,direct mapping
232722009,Coronary artery bypass grafts x 4 (procedure),y,direct mapping
174809002,Heterotopic allotransplant of heart (procedure),y,direct mapping
93271008,Congenital hypoplasia of mitral valve (disorder),y,direct mapping
84114007,Heart failure (disorder),y,direct mapping
253607006,Hypoplasia of aortic valve cusp (disorder),y,direct mapping
253562005,Ventricular septal defect with absent outlet septum and overriding truncal valve (disorder),y,direct mapping
253359006,Left atrial endocardial fibroelastosis (disorder),y,direct mapping
40964007,Chronic cardiac valvulitis (disorder),y,direct mapping
253264007,"Congenital heart disease, septal and bulbar anomalies (disorder)",y,direct mapping
253418004,Atrioventricular septal defect - ventricular component under superior bridging leaflet (disorder),y,direct mapping
22462001,Chronic bacterial endocarditis (disorder),y,direct mapping
253291009,Right sided atrium connecting to right ventricle (disorder),y,direct mapping
253563000,Muscular ventricular septal defect in inlet septum (disorder),y,direct mapping
253708008,Anomalous origin of coronary artery from left pulmonary artery (disorder),y,direct mapping
29928006,Congenital insufficiency of mitral valve (disorder),y,direct mapping
253500004,Left atrioventricular valve leaflet dysplasia (disorder),y,direct mapping
253633003,Anomalous origin of right pulmonary artery from ductus arteriosus (disorder),y,direct mapping
781051000000108,Has heart failure management plan (finding),y,direct mapping
87837008,Chronic pulmonary heart disease (disorder),y,direct mapping
253675002,Juxtaductal aortic coarctation (disorder),y,direct mapping
233831007,Acute Q wave infarction - inferolateral (disorder),y,direct mapping
175036008,Revision of bypass for coronary artery (procedure),y,direct mapping
175047001,Double implantation of mammary arteries into coronary arteries (procedure),y,direct mapping
253436004,Common atrioventricular valve stenosis (disorder),y,direct mapping
233840006,Old inferior myocardial infarction (disorder),y,direct mapping
447670001,Ventricular septal defect with anterior malaligned outlet septum with overriding pulmonary valve (disorder),y,direct mapping
234010000,Coronary artery perforation (disorder),y,direct mapping
6996004,Congenital absence of pulmonary valve (disorder),y,direct mapping
763641000000102,Referral to heart failure education group declined (situation),y,direct mapping
36110001,Congenital anomaly of pulmonary artery (disorder),y,direct mapping
204311009,Eisenmenger's complex (disorder),y,direct mapping
265481001,Double anastomosis of mammary arteries to coronary arteries (procedure),y,direct mapping
85232009,Left heart failure (disorder),y,direct mapping
253300003,Double outlet right ventricle with doubly committed ventricular septal defect (disorder),y,direct mapping
398754006,Restrictive cardiomyopathy with endomyocardial fibrosis (disorder),y,direct mapping
253691004,Stenosis of systemic to pulmonary artery collateral artery (disorder),y,direct mapping
253353007,Divided left atrium (disorder),y,direct mapping
233924009,Heart failure as a complication of care (disorder),y,direct mapping
204395001,Congenital aneurysm of heart (disorder),y,direct mapping
234029006,Coronary steal syndrome (disorder),y,direct mapping
399211009,History of myocardial infarction (situation),y,direct mapping
32413006,Transplantation of heart (procedure),y,direct mapping
233929004,Post-infarction mural thrombus (disorder),y,direct mapping
253434001,Common atrioventricular valve limited to one ventricle (disorder),y,direct mapping
268180007,Right hypoplastic heart syndrome (disorder),y,direct mapping
253652009,Right descending aorta (disorder),y,direct mapping
253465005,Absent right atrioventricular valve leaflets (disorder),y,direct mapping
253530007,Right ventricular outflow tract obstruction (disorder),y,direct mapping
174826008,Arterial switch operation (procedure),y,direct mapping
315348000,Asymptomatic coronary heart disease (disorder),y,direct mapping
233138003,Take down of total cavopulmonary connection (procedure),y,direct mapping
18546004,Congenital stenosis of aortic valve (disorder),y,direct mapping
308065005,History of myocardial infarction in last year (situation),y,direct mapping
195023001,Nutritional and metabolic cardiomyopathies (disorder),y,direct mapping
311796008,Postoperative subendocardial myocardial infarction (disorder),y,direct mapping
83119008,Congenital insufficiency of tricuspid valve (disorder),y,direct mapping
26900001,Coronary ostium stenosis (disorder),y,direct mapping
233825009,Acute Q wave infarction - anteroseptal (disorder),y,direct mapping
21981000,Single coronary artery (disorder),y,direct mapping
253515003,Ventricular septal defect in Fallot's tetralogy (disorder),y,direct mapping
218728005,Interrupted aortic arch (disorder),y,direct mapping
90828009,Primary restrictive cardiomyopathy (disorder),y,direct mapping
19092004,Holt-Oram syndrome (disorder),y,direct mapping
717481000000104,Excepted from heart failure quality indicators - patient unsuitable (finding),y,direct mapping
213152006,Heart-lung transplant failure and rejection (disorder),y,direct mapping
174810007,Revision of implantation of prosthetic heart (procedure),y,direct mapping
253668003,Isolation of subclavian artery (disorder),y,direct mapping
253601007,Aortic valve ring hypoplasia (disorder),y,direct mapping
401251008,Coronary heart disease monitoring second letter (finding),y,direct mapping
194780003,Hypertensive heart and renal disease with renal failure (disorder),y,direct mapping
253643000,Ascending aortic atresia (disorder),y,direct mapping
170595000,Angina control - poor (finding),y,direct mapping
253725005,Congenital coronary artery calcification (disorder),y,direct mapping
416158002,Right ventricular systolic dysfunction (disorder),y,direct mapping
194767001,Benign hypertensive heart disease with congestive cardiac failure (disorder),y,direct mapping
253304007,Solitary pulmonary trunk with aortic atresia (disorder),y,direct mapping
253593006,Imperforate pulmonary valve (disorder),y,direct mapping
253575005,Bilateral muscular infundibula (disorder),y,direct mapping
95234008,Retroesophageal aortic arch (disorder),y,direct mapping
61959006,Common truncus arteriosus (disorder),y,direct mapping
85053006,"Percutaneous transluminal coronary angioplasty, multiple vessels (procedure)",y,direct mapping
253397006,Overriding mitral valve (disorder),y,direct mapping
204357006,Ebstein's anomaly of tricuspid valve (disorder),y,direct mapping
194779001,Hypertensive heart and renal disease with (congestive) heart failure (disorder),y,direct mapping
300920004,Carotid atherosclerosis (disorder),y,direct mapping
416610007,Right ventricular diastolic dysfunction (disorder),y,direct mapping
810681000000101,Coronary microvascular disease (disorder),y,direct mapping
206586007,Congenital cardiac failure (disorder),y,direct mapping
175041000,Revision of connection of thoracic artery to coronary artery (procedure),y,direct mapping
194821006,Coronary thrombosis not resulting in myocardial infarction (disorder),y,direct mapping
233846000,Post-infarction ventricular septal defect (disorder),y,direct mapping
23063005,Congenital atresia of mitral valve (disorder),y,direct mapping
174815002,Correction of tetralogy of Fallot using valved right ventricular outflow conduit (procedure),y,direct mapping
253581002,Truncal valve stenosis (disorder),y,direct mapping
250983006,Bicuspid doming of aortic cusp (disorder),y,direct mapping
253299006,Double outlet right ventricle with noncommitted ventricular septal defect (disorder),y,direct mapping
253569001,Doubly committed subarterial ventricular septal defect with membranous septum extension (disorder),y,direct mapping
175029007,Prosthetic bypass of coronary artery (procedure),y,direct mapping
253657003,Cervical aortic arch (disorder),y,direct mapping
716621000000101,Heart failure monitoring third letter (procedure),y,direct mapping
253286008,Left sided atrium connecting to left ventricle (disorder),y,direct mapping
253602000,Commissural fusion of aortic valve (disorder),y,direct mapping
233826005,Acute non-Q wave infarction - anteroseptal (disorder),y,direct mapping
194843003,Double coronary vessel disease (disorder),y,direct mapping
232717009,Coronary artery bypass grafting (procedure),y,direct mapping
275514001,Impaired left ventricular function (finding),y,direct mapping
408471009,Cardiothoracic transplantation (qualifier value),y,direct mapping
28903008,Percutaneous angioscopy (procedure),y,direct mapping
86234004,Hypertensive heart AND renal disease (disorder),y,direct mapping
161504004,History of angina pectoris (situation),y,direct mapping
309814006,Aortocoronary bypass grafting (procedure),y,direct mapping
253295000,Abnormal ventriculoarterial connection (disorder),y,direct mapping
78069008,Chronic rheumatic pericarditis (disorder),y,direct mapping
253341008,Obstructive Eustachian valve (disorder),y,direct mapping
45237002,Congenital dilatation of aorta (disorder),y,direct mapping
41339005,Coronary angioplasty (procedure),y,direct mapping
40250003,Interatrial transposition of venous return (procedure),y,direct mapping
384678000,Transposition of coronary artery (procedure),y,direct mapping
109428005,Perimembranous ventricular septal defect (disorder),y,direct mapping
521691000000100,Heart failure resolved (finding),y,direct mapping
195025008,Cardiac glycogenosis (disorder),y,direct mapping
253624000,Pulmonary atresia with confluent pulmonary arteries (disorder),y,direct mapping
164869004,Electrocardiographic posterior/inferior infarct (finding),y,direct mapping
271573009,Congenital abnormality of thoracic aorta and pulmonary arteries (disorder),y,direct mapping
253336000,Isomerism of right atrial appendage (disorder),y,direct mapping
175066001,Percutaneous transluminal balloon angioplasty of bypass graft of coronary artery (procedure),y,direct mapping
253534003,Right ventricular outflow tract absent (disorder),y,direct mapping
240077004,Severe scapuloperoneal muscular dystrophy with cardiomyopathy (disorder),y,direct mapping
45471009,Endoscopy of coronary artery (procedure),y,direct mapping
341751000000103,Congenital dextroposition of heart (disorder),y,direct mapping
253689007,Major aortopulmonary collateral artery (disorder),y,direct mapping
94706008,Muscular ventricular septum defect (disorder),y,direct mapping
447698003,Ventricular septal defect with anterior malaligned outlet septum with overriding aortic valve (disorder),y,direct mapping
253382008,Double orifice of tricuspid valve (disorder),y,direct mapping
253566008,Muscular ventricular septal defect in marginal septum (disorder),y,direct mapping
253610004,Unicuspid aortic valve (disorder),y,direct mapping
253414002,Atrioventricular septal defect and common atrioventricular junction (disorder),y,direct mapping
286950001,Chronic rheumatic aortic valve disease (disorder),y,direct mapping
205769006,Situs inversus with levocardia (disorder),y,direct mapping
253426007,Double outlet left atrium (disorder),y,direct mapping
253357008,Left atrial appendage - right - juxtaposition (disorder),y,direct mapping
92506005,Biventricular congestive heart failure (disorder),y,direct mapping
398274000,Coronary artery thrombosis (disorder),y,direct mapping
247611000000109,Congenital heart condition monitoring (regime/therapy),y,direct mapping
204431007,Atresia and stenosis of aorta (disorder),y,direct mapping
445928005,Eisenmenger's syndrome (disorder),y,direct mapping
275215001,Left internal mammary artery single anastomosis (procedure),y,direct mapping
161502000,History of myocardial infarct at age less than sixty (situation),y,direct mapping
253360001,Left atrial hypoplasia (disorder),y,direct mapping
83521008,Dilated cardiomyopathy caused by alcohol (disorder),y,direct mapping
253481000,Fused right atrioventricular valve papillary muscles (disorder),y,direct mapping
22298006,Myocardial infarction (disorder),y,direct mapping
45492009,Congenital stenosis of superior vena cava (disorder),y,direct mapping
232724005,Coronary artery bypass grafts greater than 5 (procedure),y,direct mapping
253507001,Parachute malformation of left atrioventricular valve (disorder),y,direct mapping
203741000000101,Insertion of drug-eluting coronary artery stent (procedure),y,direct mapping
253663007,Vascular ring with left aortic arch (disorder),y,direct mapping
43736008,Rheumatic left ventricular failure (disorder),y,direct mapping
253556000,Ventricular septal defect with malaligned outlet septum to right (disorder),y,direct mapping
253430005,Imperforate common atrioventricular valve (disorder),y,direct mapping
756003,Chronic rheumatic myopericarditis (disorder),y,direct mapping
253527000,Congenital right ventricular aneurysm (disorder),y,direct mapping
384681005,Patch repair of coronary artery (procedure),y,direct mapping
253335001,Isomerism of atrial appendages (disorder),y,direct mapping
253393005,Fused tricuspid papillary muscle (disorder),y,direct mapping
426911005,Repair of double chambered right ventricle (procedure),y,direct mapping
